"REF_DATE","GEO","DGUID","Age of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404656","9.3.2","8.1","","","","1"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404657","9.4.1","2939","","","","0"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404658","9.4.2","20.5","","","","1"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404659","9.5.1","4850","","","","0"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404660","9.5.2","33.9","","","","1"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404661","9.6.1","3775","","","","0"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404662","9.6.2","26.4","","","","1"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404663","9.7.1","1342","","","","0"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404664","9.7.2","9.4","","","","1"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404665","9.8.1","228","","","","0"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404666","9.8.2","1.6","","","","1"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404667","9.9.1","14","","","","0"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404668","9.9.2","0.1","","","","1"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, not stated","Number of live births","Number","223","units","0","v21404669","9.10.1","0","","","","0"
"2011","Saskatchewan, place of residence of mother","2016A000247","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404670","9.10.2","0.0","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, all ages","Number of live births","Number","223","units","0","v21404671","10.1.1","51063","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404672","10.1.2","100.0","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404673","10.2.1","13","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404674","10.2.2","0.0","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404675","10.3.1","1991","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404676","10.3.2","3.9","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404677","10.4.1","7906","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404678","10.4.2","15.5","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404679","10.5.1","16420","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404680","10.5.2","32.2","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404681","10.6.1","16105","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404682","10.6.2","31.5","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404683","10.7.1","7091","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404684","10.7.2","13.9","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404685","10.8.1","1434","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404686","10.8.2","2.8","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404687","10.9.1","91","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404688","10.9.2","0.2","","","","1"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, not stated","Number of live births","Number","223","units","0","v21404689","10.10.1","12","","","","0"
"2011","Alberta, place of residence of mother","2016A000248","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404690","10.10.2","0.0","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, all ages","Number of live births","Number","223","units","0","v21404691","11.1.1","44125","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404692","11.1.2","100.0","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404693","11.2.1","6","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404694","11.2.2","0.0","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404695","11.3.1","1166","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404696","11.3.2","2.6","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404697","11.4.1","5421","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404698","11.4.2","12.3","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404699","11.5.1","12398","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404700","11.5.2","28.1","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404701","11.6.1","14955","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404702","11.6.2","33.9","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404703","11.7.1","8242","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404704","11.7.2","18.7","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404705","11.8.1","1814","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404706","11.8.2","4.1","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404707","11.9.1","114","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404708","11.9.2","0.3","","","","1"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, not stated","Number of live births","Number","223","units","0","v21404709","11.10.1","9","","","","0"
"2011","British Columbia, place of residence of mother","2016A000259","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404710","11.10.2","0.0","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, all ages","Number of live births","Number","223","units","0","v21404711","12.1.1","430","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404712","12.1.2","100.0","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404713","12.2.1","0","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404714","12.2.2","0.0","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404715","12.3.1","19","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404716","12.3.2","4.4","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404717","12.4.1","60","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404718","12.4.2","14.0","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404719","12.5.1","116","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404720","12.5.2","27.0","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404721","12.6.1","124","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404722","12.6.2","28.8","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404723","12.7.1","99","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404724","12.7.2","23.0","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404725","12.8.1","12","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404726","12.8.2","2.8","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404727","12.9.1","0","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404728","12.9.2","0.0","","","","1"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, not stated","Number of live births","Number","223","units","0","v21404729","12.10.1","0","","","","0"
"2011","Yukon, place of residence of mother","2016A000260","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404730","12.10.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, all ages","Number of live births","Number","223","units","0","v21404731","13.1.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404732","13.1.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404733","13.2.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404734","13.2.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404735","13.3.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404736","13.3.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404737","13.4.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404738","13.4.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404739","13.5.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404740","13.5.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404741","13.6.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404742","13.6.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404743","13.7.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404744","13.7.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404745","13.8.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404746","13.8.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404747","13.9.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404748","13.9.2","0.0","","","","1"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, not stated","Number of live births","Number","223","units","0","v21404749","13.10.1","0","","","","0"
"2011","Northwest Territories including Nunavut, place of residence of mother","","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404750","13.10.2","0.0","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, all ages","Number of live births","Number","223","units","0","v21404751","14.1.1","693","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404752","14.1.2","100.0","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404753","14.2.1","1","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404754","14.2.2","0.1","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404755","14.3.1","56","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404756","14.3.2","8.1","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404757","14.4.1","163","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404758","14.4.2","23.5","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404759","14.5.1","179","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404760","14.5.2","25.8","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404761","14.6.1","177","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404762","14.6.2","25.5","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404763","14.7.1","102","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404764","14.7.2","14.7","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404765","14.8.1","14","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404766","14.8.2","2.0","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404767","14.9.1","1","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404768","14.9.2","0.1","","","","1"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, not stated","Number of live births","Number","223","units","0","v21404769","14.10.1","0","","","","0"
"2011","Northwest Territories, place of residence of mother","2016A000261","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404770","14.10.2","0.0","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, all ages","Number of live births","Number","223","units","0","v21404771","15.1.1","836","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404772","15.1.2","100.0","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404773","15.2.1","3","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404774","15.2.2","0.4","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404775","15.3.1","170","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404776","15.3.2","20.3","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404777","15.4.1","288","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404778","15.4.2","34.4","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404779","15.5.1","203","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404780","15.5.2","24.3","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404781","15.6.1","113","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404782","15.6.2","13.5","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404783","15.7.1","49","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404784","15.7.2","5.9","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404785","15.8.1","10","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404786","15.8.2","1.2","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404787","15.9.1","0","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404788","15.9.2","0.0","","","","1"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, not stated","Number of live births","Number","223","units","0","v21404789","15.10.1","0","","","","0"
"2011","Nunavut, place of residence of mother","2016A000262","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404790","15.10.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, all ages","Number of live births","Number","223","units","0","v21404791","16.1.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404792","16.1.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404793","16.2.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404794","16.2.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404795","16.3.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404796","16.3.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404797","16.4.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404798","16.4.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404799","16.5.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404800","16.5.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404801","16.6.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404802","16.6.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404803","16.7.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404804","16.7.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404805","16.8.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404806","16.8.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404807","16.9.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404808","16.9.2","0.0","","","","1"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, not stated","Number of live births","Number","223","units","0","v21404809","16.10.1","0","","","","0"
"2011","Unknown province or territory, place of residence of mother","","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404810","16.10.2","0.0","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Number of live births","Number","223","units","0","v21404491","1.1.1","383101","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404492","1.1.2","100.0","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404493","1.2.1","80","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404494","1.2.2","0.0","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404495","1.3.1","12881","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404496","1.3.2","3.4","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404497","1.4.1","52260","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404498","1.4.2","13.6","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404499","1.5.1","114125","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404500","1.5.2","29.8","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404501","1.6.1","128902","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404502","1.6.2","33.6","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404503","1.7.1","61451","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404504","1.7.2","16.0","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404505","1.8.1","12676","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404506","1.8.2","3.3","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404507","1.9.1","697","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404508","1.9.2","0.2","","","","1"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, not stated","Number of live births","Number","223","units","0","v21404509","1.10.1","29","","","","0"
"2012","Canada, place of residence of mother","2016A000011124","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404510","1.10.2","0.0","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, all ages","Number of live births","Number","223","units","0","v21404511","2.1.1","4384","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404512","2.1.2","100.0","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404513","2.2.1","1","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404514","2.2.2","0.0","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404515","2.3.1","212","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404516","2.3.2","4.8","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404517","2.4.1","789","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404518","2.4.2","18.0","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404519","2.5.1","1323","","","","0"
